id,creditlimit,n_cards,os_balance,os_billing,tot_cash_advance_trx,tot_retail_trx,remaining_unpaid_balance,branchcode,rasio_pembayaranpayment_ratio,overlimit_pct,payment_ration_3months,payment_ration_6months,deliquncy_score,loan_tenure,total_trx,remaining_statement_balance_per_n_cards,remaining_statement_balance_per_limit,total_trx_per_limit,tot_trx_3months_per_limit,tot_trx_6months_per_limit,utilization_Rate_3months,utilization_Rate_6months
20210115023,20000000.0,3,21383092,20687092.0,0.0,119001.0,20343449.0,A,15.0,4.89,50.0,12.3,0,2.33,119001.0,6781150.0,1.02,0.00595,0.489,0.193,1.01,0.914
20210111785,7000000.0,2,1541990,693095.0,0.0,861742.0,1626365.0,C,99.2,0.0,74.2,66.7,0,2.0,861742.0,813183.0,0.23199999999999998,0.12300000000000001,0.0875,0.1,0.235,0.154
20210100339,12000000.0,2,304678,280890.0,0.0,20879.0,314349.0,A,96.78,0.0,68.13,79.4,0,5.666666667,20879.0,157174.5,0.02619575,0.0017399170000000001,0.06227775,0.057577610999999994,0.084770938,0.092211833
20210105453,47000000.0,2,49752340,42000000.0,5000000.0,11390681.0,48860543.0,B,0.0,10.8,33.3,34.6,0,5.33,16390681.0,24430272.0,1.04,0.349,0.22699999999999998,0.226,0.56,0.43200000000000005
20210111103,8000000.0,2,2282916,310428.0,0.0,2063684.0,0.0,E,100.0,0.0,100.0,100.0,0,3.25,2063684.0,0.0,0.0,0.258,0.245,0.18,0.187,0.21600000000000003
20210107568,6000000.0,2,6139410,6383866.0,0.0,0.0,5994142.0,G,12.2,1.59,9.29,16.7,0,0.75,0.0,3000000.0,0.9990000000000001,0.0,0.0432,0.14,1.1,1.05
20210100169,5000000.0,2,5027089,833333.0,900000.0,538002.0,5835177.0,B,100.0,0.0,59.37,18.67,0,6.083333333,1438002.0,2917588.5,1.1670353999999998,0.28760040000000003,0.39234875,0.222133334,0.91578635,0.865097734
20210107750,50000000.0,3,274403,279072.0,0.0,0.0,279131.0,A,100.0,0.0,100.0,100.0,0,5.25,0.0,93044.0,0.00558,0.0,0.007809999999999999,0.00818,0.00958,0.0129
20210102402,3000000.0,2,3001521,2490839.0,1200000.0,544300.0,2967425.0,A,10.1,0.0,7.73,4.81,0,5.92,1744300.0,1483713.0,0.9890000000000001,0.581,0.0947,0.159,0.9390000000000001,0.905
20210101442,117000000.0,3,134675494,110564725.0,0.0,87468658.0,127393768.0,B,0.0,8.93,66.75,44.14,0,13.16666667,87468658.0,42464589.33,1.0888356240000001,0.7475953679999999,0.735490654,0.62594204,0.847361543,0.45724209999999993
20210108396,6000000.0,2,489800,364045.0,0.0,222299.0,0.0,A,100.0,0.0,100.0,99.9,0,3.0,222299.0,0.0,0.0,0.037000000000000005,0.23199999999999998,0.536,0.16699999999999998,0.45
20210111966,6000000.0,2,489800,217006.0,0.0,119644.0,388519.0,A,36.5,0.0,74.1,99.6,0,9.75,119644.0,194260.0,0.0648,0.0199,0.0145,0.0,0.115,0.27899999999999997
20210101810,21000000.0,3,8584778,12529556.0,0.0,35215.0,6020646.0,E,100.0,1.5,84.7,98.07,0,12.91666667,35215.0,2006882.0,0.286697429,0.001676905,0.165092524,0.217077635,0.47235985700000005,0.413354
20210112067,12000000.0,2,12353625,12312494.0,0.0,0.0,12387473.0,A,0.0,0.0,75.1,170.0,0,9.5,0.0,6193737.0,1.03,0.0,0.33299999999999996,0.728,0.9009999999999999,0.877
20210100434,7000000.0,2,56178,34760.0,0.0,0.0,0.0,B,69.52,0.0,32.08,0.0,0,6.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.01652325,0.010104
20210108646,3000000.0,3,2979480,2962670.0,0.0,25735.0,2912375.0,G,0.0,0.0,30.9,22.6,0,3.92,25735.0,970792.0,0.971,0.008579999999999999,0.177,0.0933,0.956,0.772
20210102913,8000000.0,2,8912120,8966763.0,0.0,2306201.0,10444813.0,A,12.6,11.4,11.8,7.37,0,5.0,2306201.0,5222407.0,1.31,0.28800000000000003,0.121,0.048,1.06,0.743
20210112618,58000000.0,2,21963193,5299465.0,1250000.0,3573071.0,6349237.0,A,99.8,0.0,60.8,80.4,0,5.42,4823071.0,3174619.0,0.109,0.0832,0.131,0.16899999999999998,0.344,0.324
20210104393,18000000.0,3,16520956,2038299.0,0.0,0.0,13115481.0,F,99.7,0.0,102.0,140.0,0,6.08,0.0,4371827.0,0.7290000000000001,0.0,0.19399999999999998,0.539,0.882,0.774
20210104566,40000000.0,2,4884668,4698270.0,0.0,1120835.0,6448227.0,A,63.2,0.0,91.4,101.0,0,8.75,1120835.0,3224114.0,0.161,0.027999999999999997,0.0276,0.0173,0.156,0.262
20210108327,20000000.0,2,4984943,4839750.0,0.0,0.0,4949564.0,A,100.0,0.0,81.5,0.0,0,2.58,0.0,2474782.0,0.247,0.0,0.11599999999999999,0.0532,0.239,0.258
20210107258,9000000.0,2,335730,355525.0,0.0,180000.0,0.0,F,100.0,0.0,100.0,100.0,0,8.75,180000.0,0.0,0.0,0.02,0.0311,0.0215,0.00543,0.007379999999999999
20210102960,8000000.0,4,10223150,9716194.0,0.0,0.0,833340.0,I,100.0,8.44,103.0,100.0,0,3.33,0.0,208335.0,0.10400000000000001,0.0,0.731,1.42,1.05,0.9109999999999999
20210108473,6000000.0,2,5644871,3880007.0,0.0,1624347.0,0.0,I,99.7,0.0,99.6,99.6,0,5.92,1624347.0,0.0,0.0,0.271,0.344,0.8270000000000001,0.8740000000000001,0.843
20210107992,8000000.0,2,5996712,5972818.0,0.0,0.0,0.0,F,100.0,0.0,54.8,87.4,0,5.67,0.0,0.0,0.0,0.0,0.488,0.157,0.745,0.35200000000000004
20210104672,47000000.0,7,31065351,29000000.0,0.0,0.0,31141276.0,A,0.0,0.0,9.72,12.7,0,26.9,0.0,4448754.0,0.6629999999999999,0.0,0.0269,0.0509,0.633,0.6409999999999999
20210109082,8000000.0,2,101880,60113.0,0.0,36000.0,37863.0,A,100.0,0.0,100.0,66.7,0,5.75,36000.0,18932.0,0.00473,0.0045,0.0101,0.015,0.017,0.00958
20210100404,8000000.0,2,6819719,6808399.0,0.0,0.0,6850533.0,I,19.52,0.0,10.13,24.14,0,1.5833333330000001,0.0,3425266.5,0.856316625,0.0,0.003906031,0.0,0.841733375,0.877847041
20210102087,25000000.0,2,17376966,17763266.0,0.0,0.0,17355172.0,D,13.1,0.0,9.35,16.6,0,6.58,0.0,8677586.0,0.6940000000000001,0.0,0.111,0.0,0.752,0.506
20210103405,12000000.0,2,4404889,1591100.0,0.0,0.0,2255200.0,A,57.3,0.0,87.4,99.7,0,15.2,0.0,1127600.0,0.188,0.0,0.0,0.21100000000000002,0.45399999999999996,0.55
20210111687,10000000.0,2,457677,381029.0,0.0,0.0,282446.0,A,81.1,0.0,8.74,23.4,0,13.6,0.0,141223.0,0.0282,0.0,0.0,0.0,0.0319,0.0069700000000000005
20210106074,20000000.0,2,378645,393270.0,0.0,0.0,372763.0,A,0.0,0.0,25.0,41.5,0,5.5,0.0,186382.0,0.0186,0.0,0.00243,0.0231,0.009609999999999999,0.0204
20210112856,12000000.0,4,3221177,1605083.0,0.0,1013569.0,0.0,C,100.0,0.0,100.0,100.0,0,3.25,1013569.0,0.0,0.0,0.0845,0.115,0.17600000000000002,0.141,0.205
20210106242,79000000.0,2,11299116,10217817.0,0.0,5306528.0,0.0,A,99.9,0.0,99.8,98.8,0,10.5,5306528.0,0.0,0.0,0.0672,0.0893,0.16,0.12,0.134
20210100122,68000000.0,5,16912188,5082567.0,0.0,4226553.0,10807711.0,A,100.0,0.0,100.0,53.88,0,7.75,4226553.0,2161542.2,0.158936926,0.062155191,0.078522103,0.007352941,0.198695596,0.0
20210102974,6000000.0,2,43091,56187.0,0.0,0.0,0.0,A,262.0,0.0,141.0,91.8,0,1.92,0.0,0.0,0.0,0.0,0.0,0.275,0.0238,0.127
20210109128,20000000.0,3,5573272,5438066.0,0.0,960682.0,5336297.0,A,45.9,0.0,57.2,33.3,0,8.25,960682.0,1778766.0,0.267,0.048,0.11,0.0,0.311,0.0
20210105695,3000000.0,2,3301028,3300972.0,0.0,1000000.0,3331280.0,E,0.0,10.0,11.8,26.3,0,1.92,1000000.0,1665640.0,1.11,0.335,0.129,0.193,1.0,0.9740000000000001
20210111431,10000000.0,2,9437129,7245032.0,0.0,2454490.0,9537253.0,E,20.7,0.0,22.1,23.6,0,0.833,2454490.0,4768627.0,0.9540000000000001,0.245,0.0947,0.223,0.815,0.8140000000000001
20210101540,24000000.0,2,26541770,29113817.0,200000.0,0.0,26113817.0,F,0.0,10.59,29.06,10.6,0,10.41666667,200000.0,13056908.5,1.0880757079999999,0.008333333,0.208071292,0.032109722,1.0500832709999999,1.02731693
20210100345,12000000.0,2,12191118,10556250.0,0.0,461998.0,12170526.0,A,0.0,0.0,24.22,22.37,0,2.75,461998.0,6085263.0,1.0142105,0.038499833,0.18218425,0.11995555599999999,0.975413625,0.615311944
20210106156,7000000.0,3,2591385,2040883.0,0.0,458800.0,2607642.0,A,0.0,0.0,53.6,66.9,0,19.9,458800.0,869214.0,0.373,0.0655,0.132,0.10400000000000001,0.22899999999999998,0.284
20210113951,7000000.0,2,103818,49537.0,0.0,48192.0,0.0,A,100.0,0.0,100.0,66.7,0,5.75,48192.0,0.0,0.0,0.00688,0.0115,0.0124,0.0115,0.00318
20210107108,3000000.0,2,86276,86846.0,0.0,0.0,97428.0,A,0.0,0.0,25.0,67.0,0,2.58,0.0,48714.0,0.0325,0.0,0.0,0.000915,0.0802,0.434
20210100498,7000000.0,3,7290023,7283969.0,0.0,458136.0,7084915.0,A,0.0,4.06,50.09,9.09,0,7.916666667,458136.0,2361638.333,1.012130714,0.065448,0.26928542899999997,0.09,0.768605,0.579030381
20210108625,20000000.0,3,195966,211938.0,140817.0,816.0,0.0,A,100.0,0.0,75.0,102.0,0,2.83,141633.0,0.0,0.0,0.0070799999999999995,0.0135,0.051,0.0381,0.0564
20210113781,3000000.0,2,2896583,2211822.0,600000.0,68200.0,2973343.0,I,0.0,0.0,83.5,33.0,0,1.75,668200.0,1486672.0,0.991,0.223,0.158,0.39899999999999997,0.937,0.674
20210100436,65000000.0,2,29300221,22169217.0,0.0,3398588.0,32448836.0,B,10.04,0.0,14.16,22.5,0,6.666666667,3398588.0,16224418.0,0.49921286200000003,0.052285969,0.044553323,0.038787195,0.470359015,0.479874487
20210105237,3000000.0,2,1393419,1030134.0,700000.0,258210.0,1208982.0,F,36.1,0.0,45.6,-36.2,0,0.917,958210.0,604491.0,0.40299999999999997,0.319,0.125,0.499,0.536,0.9840000000000001
20210106437,3000000.0,2,558022,149149.0,0.0,25097.0,563685.0,A,104.0,0.0,95.3,133.0,0,3.25,25097.0,281843.0,0.188,0.00837,0.175,0.18600000000000003,0.327,0.179
20210107237,5000000.0,2,4703140,5037338.0,0.0,0.0,4755595.0,A,5.51,0.0,16.1,16.7,0,2.92,0.0,2377798.0,0.951,0.0,0.0534,0.0433,0.8759999999999999,0.907
20210114868,5000000.0,2,240900,272500.0,0.0,0.0,263419.0,A,0.0,0.0,0.0,66.7,0,6.5,0.0,131710.0,0.0527,0.0,0.015,0.00018600000000000002,0.0239,0.0
20210111109,3000000.0,2,2979381,2976241.0,0.0,11803.0,3070333.0,I,0.0,0.0,14.6,19.7,0,1.75,11803.0,1535167.0,1.02,0.0039299999999999995,0.159,0.223,0.7959999999999999,0.41600000000000004
20210100327,20000000.0,2,22251430,19277169.0,0.0,13808704.0,0.0,A,99.99,12.83,155.39,257.2,0,3.333333333,13808704.0,0.0,0.0,0.6904352,1.000013638,0.85470885,0.6027242629999999,0.5648352
20210107544,3000000.0,2,2198789,2154352.0,0.0,1025700.0,2246568.0,G,100.0,0.0,89.4,80.8,0,3.0,1025700.0,1123284.0,0.7490000000000001,0.342,0.467,0.628,0.5710000000000001,0.938
20210107121,4000000.0,2,4520029,4388178.0,0.0,0.0,0.0,I,104.0,11.7,34.4,100.0,0,0.833,0.0,0.0,0.0,0.0,0.433,0.0,0.519,0.0007480000000000001
20210111204,25000000.0,3,26953272,12145969.0,0.0,12665103.0,0.0,A,114.0,9.33,79.5,100.0,0,2.83,12665103.0,0.0,0.0,0.507,0.455,0.5529999999999999,0.946,0.804
20210112201,19000000.0,2,15342443,13452440.0,0.0,5017900.0,10239788.0,I,100.0,0.0,99.8,99.7,0,11.5,5017900.0,5119894.0,0.539,0.264,0.539,0.258,0.353,0.13
20210103910,60000000.0,3,39222,44795.0,0.0,263.0,0.0,A,0.0,0.0,0.0,0.0,0,13.2,263.0,0.0,0.0,4.38e-06,0.0,0.0,0.00265,0.000167
20210110369,25000000.0,3,6807017,5088543.0,0.0,26798.0,6629774.0,A,0.0,0.0,75.3,67.4,0,13.2,26798.0,2209925.0,0.265,0.00107,0.0,0.111,0.267,0.28600000000000003
20210114087,20000000.0,3,12544290,12000000.0,0.0,751000.0,12632948.0,A,0.0,0.0,10.3,13.8,0,1.17,751000.0,4210983.0,0.632,0.0376,0.0737,0.122,0.619,0.616
20210103246,5000000.0,2,5332532,5606873.0,0.0,109000.0,0.0,A,103.0,4.98,63.3,33.8,0,2.33,109000.0,0.0,0.0,0.0218,0.368,0.375,0.7959999999999999,1.04
20210108822,4000000.0,3,4501065,4490954.0,0.0,0.0,4372878.0,,0.0,12.5,25.0,66.7,0,7.92,0.0,1457626.0,1.09,0.0,0.29,0.0,0.53,0.0871
20210114115,3000000.0,2,3714665,3727300.0,0.0,0.0,3644342.0,B,0.0,23.8,8.5,18.6,0,3.08,0.0,1822171.0,1.21,0.0,0.157,0.0991,1.09,0.563
20210111160,30000000.0,3,20480254,20240059.0,0.0,0.0,20434662.0,A,11.8,0.0,14.2,13.9,0,0.917,0.0,6811554.0,0.6809999999999999,0.0,0.0339,0.12,0.64,0.6890000000000001
20210103309,6000000.0,2,2340329,600000.0,0.0,9645.0,1249500.0,A,77.9,0.0,76.8,99.7,0,4.67,9645.0,624750.0,0.20800000000000002,0.00161,0.0,0.267,0.365,0.65
20210108981,3000000.0,2,1403448,1103235.0,0.0,891598.0,0.0,B,100.0,0.0,127.0,100.0,0,5.25,891598.0,0.0,0.0,0.297,0.45,0.32,0.508,0.397
20210109334,7000000.0,3,7615262,8209590.0,0.0,816937.0,7609770.0,I,0.0,9.15,2.54,18.8,0,13.7,816937.0,2536590.0,1.09,0.11699999999999999,0.161,0.237,0.93,0.63
20210109077,34000000.0,5,35355554,35696720.0,0.0,27000000.0,0.0,B,104.0,6.34,125.0,100.0,0,9.5,27000000.0,0.0,0.0,0.794,0.9159999999999999,0.611,0.7170000000000001,0.18600000000000003
20210107038,5000000.0,2,1808581,1498367.0,0.0,1576205.0,0.0,K,100.0,0.0,100.0,100.0,0,3.25,1576205.0,0.0,0.0,0.315,0.201,0.233,0.163,0.0469
20210107445,16000000.0,3,10769725,2509001.0,0.0,4717900.0,4036479.0,A,0.0,0.0,83.2,74.4,0,8.92,4717900.0,1345493.0,0.252,0.295,0.12300000000000001,0.231,0.855,0.9890000000000001
20210109450,3000000.0,2,2423589,215023.0,0.0,9016.0,1169816.0,F,100.0,0.0,75.0,100.0,0,2.42,9016.0,584908.0,0.39,0.00301,0.20800000000000002,0.46399999999999997,0.59,0.653
20210101116,6000000.0,3,6502406,6136738.0,0.0,306400.0,6511143.0,B,10.0,6.75,7.38,9.78,0,10.5,306400.0,2170381.0,1.0851905000000002,0.051066667,0.132333333,0.055759388,1.035703625,0.824077222
20210113901,8000000.0,2,761940,748183.0,0.0,0.0,0.0,B,100.0,0.0,52.2,59.5,0,1.08,0.0,0.0,0.0,0.0,0.0259,0.000625,0.0752,0.147
20210100888,7000000.0,3,8266314,8221553.0,0.0,490867.0,8285598.0,B,12.13,34.99,8.62,21.71,0,13.41666667,490867.0,2761866.0,1.1836568570000001,0.070123857,0.150341429,0.15137,0.9831134290000001,0.665923429
20210106672,25000000.0,2,26199971,27318018.0,0.0,100000.0,26796836.0,A,0.0,4.24,26.0,57.3,0,3.0,100000.0,13398418.0,1.07,0.004,0.26,0.449,0.934,0.752
20210109991,80000000.0,2,3398517,2686832.0,0.0,2991910.0,1926362.0,A,100.0,0.0,62.8,102.0,0,17.6,2991910.0,963181.0,0.0241,0.0374,0.007859999999999999,0.0192,0.0355,0.102
20210102603,20000000.0,2,3224027,3042401.0,0.0,0.0,3133673.0,A,19.4,0.0,11.9,6.31,0,1.0,0.0,1566837.0,0.157,0.0,0.0,0.0,0.17800000000000002,0.20600000000000002
20210110241,7000000.0,2,4138554,390773.0,0.0,0.0,0.0,A,0.0,0.0,25.0,99.5,0,7.25,0.0,0.0,0.0,0.0,0.0306,0.257,0.7070000000000001,0.6829999999999999
20210106927,52000000.0,3,2851488,2852684.0,0.0,0.0,3065089.0,A,0.0,0.0,29.9,40.9,0,8.58,0.0,1021696.0,0.0589,0.0,0.0141,0.0261,0.0904,0.39
20210101319,70000000.0,5,40729448,8739610.0,0.0,300000.0,0.0,H,100.0,0.0,100.0,100.0,0,11.75,300000.0,0.0,0.0,0.004285714,0.1845434,0.19274634300000001,0.582709539,0.355566524
20210101933,10000000.0,2,109463,92000.0,0.0,0.0,0.0,C,0.0,0.0,34.52,9.5,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.06086655,0.2068805
20210105270,9000000.0,3,9840117,9109874.0,0.0,563048.0,9490318.0,A,0.0,8.44,25.0,12.2,0,9.5,563048.0,3163439.0,1.05,0.0626,0.249,0.044000000000000004,0.593,0.67
20210105221,75000000.0,2,153949126,123000000.0,0.0,0.0,163000000.0,A,0.0,77.8,50.0,168.0,0,23.9,0.0,81608178.0,2.18,0.0,0.517,1.68,2.03,1.08
20210109341,8000000.0,2,6764899,3450710.0,0.0,3680388.0,0.0,E,100.0,0.0,100.0,100.0,0,9.42,3680388.0,0.0,0.0,0.46,0.355,0.302,0.47600000000000003,0.152
20210102944,5000000.0,2,107128,86146.0,0.0,14265.0,0.0,G,83.2,0.0,23.6,0.0,0,4.58,14265.0,0.0,0.0,0.00285,0.0019100000000000002,0.0,0.00634,0.0
20210108958,12000000.0,2,1124137,815182.0,0.0,463448.0,0.0,F,100.0,0.0,100.0,100.0,0,5.42,463448.0,0.0,0.0,0.0386,0.0732,0.0785,0.125,0.134
20210113743,3000000.0,2,537641,272996.0,0.0,252998.0,0.0,A,100.0,0.0,81.7,150.0,0,4.5,252998.0,0.0,0.0,0.0843,0.0843,0.09,0.13,0.109
20210113614,10000000.0,2,4845923,4831560.0,0.0,0.0,4816856.0,A,10.1,0.0,30.8,47.1,0,5.92,0.0,2408428.0,0.48200000000000004,0.0,0.127,0.0883,0.361,0.20199999999999999
20210102852,33000000.0,3,6789490,5571950.0,0.0,1499246.0,6246367.0,E,0.0,0.0,30.0,41.1,0,12.8,1499246.0,2082122.0,0.18899999999999997,0.0454,0.0472,0.0448,0.16399999999999998,0.111
20210112242,5000000.0,2,1330150,823000.0,0.0,772998.0,1344637.0,A,100.0,0.0,100.0,100.0,0,8.75,772998.0,672319.0,0.26899999999999996,0.155,0.462,0.62,0.728,1.08
20210112422,4000000.0,2,47769,24744.0,0.0,0.0,34394.0,B,100.0,0.0,25.0,0.0,0,4.58,0.0,17197.0,0.0086,0.0,0.0331,0.0,0.0212,0.003
20210104150,9000000.0,2,102234,64422.0,0.0,9500.0,137495.0,I,87.2,0.0,96.9,99.2,0,11.1,9500.0,68748.0,0.0153,0.00106,0.0034700000000000004,0.005520000000000001,0.0172,0.0116
20210111992,17000000.0,2,16156931,14749829.0,0.0,745118.0,15607652.0,A,0.0,0.0,54.9,142.0,0,8.83,745118.0,7803826.0,0.9179999999999999,0.0438,0.26899999999999996,0.0852,0.64,0.128
20210100808,5000000.0,2,1287937,636167.0,0.0,75250.0,0.0,F,100.03,0.0,100.0,100.0,0,5.916666667,75250.0,0.0,0.0,0.01505,0.14953,0.095833734,0.38115405,0.3098784
20210106577,8000000.0,2,5985811,5972818.0,0.0,0.0,6493285.0,A,9.99,0.0,20.5,14.6,0,5.0,0.0,3246643.0,0.812,0.0,0.0905,0.11,0.6970000000000001,0.88
20210104600,26000000.0,3,17649421,8352015.0,0.0,10450696.0,1193465.0,A,101.0,0.0,100.0,100.0,0,7.25,10450696.0,397822.0,0.0459,0.402,0.44299999999999995,0.406,0.603,0.611
20210111166,5000000.0,2,2766682,532972.0,0.0,175000.0,1774373.0,J,101.0,0.0,46.9,48.6,0,5.58,175000.0,887187.0,0.355,0.035,0.0557,0.257,0.495,0.511
20210114879,50000000.0,3,10126360,9135626.0,0.0,371409.0,10551291.0,A,17.8,0.0,21.1,24.4,0,15.8,371409.0,3517097.0,0.21100000000000002,0.00743,0.018000000000000002,0.0165,0.145,0.149
20210102710,80000000.0,2,31957181,29144221.0,0.0,525900.0,33059479.0,A,11.4,0.0,11.4,10.9,0,4.17,525900.0,16529740.0,0.413,0.00657,0.0575,0.0208,0.423,0.36700000000000005
20210107285,20000000.0,2,16531325,13925121.0,0.0,70157.0,15390826.0,A,0.0,0.0,6.41,10.0,0,3.75,70157.0,7695413.0,0.77,0.00351,0.012,0.0649,0.8690000000000001,0.8859999999999999
20210113559,7000000.0,2,1722815,1184325.0,0.0,653300.0,0.0,A,99.7,0.0,71.2,29.9,0,4.33,653300.0,0.0,0.0,0.0933,0.193,0.0413,0.212,0.22
20210112094,12000000.0,2,188863,179323.0,0.0,84300.0,0.0,A,100.0,0.0,74.5,66.7,0,7.83,84300.0,0.0,0.0,0.00702,0.0137,0.004,0.0279,0.0105
20210102546,11000000.0,2,7680264,87899.0,0.0,849385.0,0.0,A,100.0,0.0,90.0,51.9,0,7.5,849385.0,0.0,0.0,0.0772,0.17300000000000001,0.0377,0.544,0.152
20210110931,13000000.0,2,9688246,16491190.0,800000.0,0.0,13124765.0,A,17.5,0.0,10.2,12.6,0,16.5,800000.0,6562383.0,1.01,0.0615,0.109,0.0242,0.937,1.23
20210107555,5000000.0,3,5906897,5868683.0,0.0,0.0,5837787.0,H,0.0,18.1,37.4,82.4,0,3.92,0.0,1945929.0,1.17,0.0,0.34600000000000003,0.43700000000000006,1.03,0.87
20210110721,3000000.0,2,2823403,2735910.0,0.0,296872.0,0.0,B,100.0,0.0,54.5,72.3,0,5.33,296872.0,0.0,0.0,0.099,0.266,0.0506,0.431,0.0169
20210108138,78000000.0,3,13587651,13534621.0,0.0,0.0,14290746.0,A,0.0,0.0,13.6,30.6,0,11.8,0.0,4763582.0,0.183,0.0,0.0,0.0334,0.264,0.33299999999999996
20210111502,22000000.0,5,23245370,7266878.0,0.0,2281235.0,8935435.0,D,21.2,4.91,133.0,20.2,0,10.7,2281235.0,1787087.0,0.406,0.10400000000000001,0.24,0.36200000000000004,0.79,0.58
20210113707,40000000.0,2,44857439,42610236.0,0.0,9500.0,0.0,B,100.0,9.77,75.4,100.0,0,0.75,9500.0,0.0,0.0,0.00023700000000000001,0.41,0.39399999999999996,1.05,1.19
20210115449,5000000.0,2,2275747,640378.0,0.0,0.0,2131021.0,A,0.0,0.0,73.5,54.1,0,0.833,0.0,1065511.0,0.426,0.0,0.0,0.271,0.51,0.561
20210105519,15000000.0,2,10228967,12926132.0,0.0,0.0,11522033.0,A,0.0,0.0,15.9,15.8,0,3.42,0.0,5761017.0,0.768,0.0,0.0545,0.258,0.721,0.691
20210101132,15000000.0,2,18479260,18597711.0,0.0,0.0,18558261.0,A,0.0,18.09,13.06,31.08,0,4.833333333,0.0,9279130.5,1.2372173999999998,0.0,0.09,0.11,1.1584083170000001,0.9852996890000001
20210103103,45000000.0,2,504120,79403.0,0.0,427612.0,0.0,A,100.0,0.0,100.0,100.0,0,7.83,427612.0,0.0,0.0,0.0095,0.0057,0.0108,0.005229999999999999,0.00351
20210108183,27000000.0,4,27255983,25433519.0,0.0,2164717.0,29000000.0,A,17.6,2.82,19.2,24.1,0,16.6,2164717.0,7253181.0,1.07,0.0802,0.0965,0.0988,0.958,0.9309999999999999
20210113773,3000000.0,2,2906135,2900739.0,0.0,0.0,2884290.0,I,11.7,0.0,13.3,14.2,0,2.08,0.0,1442145.0,0.961,0.0,0.11199999999999999,0.0,0.884,0.7390000000000001
20210101228,80000000.0,2,33475,36771.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,2.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0019363129999999998,0.0010833330000000001
20210105413,13000000.0,3,2482385,2382006.0,200000.0,500000.0,2665418.0,A,21.3,0.0,82.1,66.7,0,9.17,700000.0,888473.0,0.205,0.0538,0.128,0.198,0.20199999999999999,0.456
20210101756,5000000.0,2,3043578,693521.0,0.0,39014.0,1774373.0,I,0.0,0.0,50.0,67.67,0,0.916666667,39014.0,887186.5,0.3548746,0.0078028,0.00175385,0.333333334,0.4541878,0.6207468
20210107491,3000000.0,2,568379,435437.0,0.0,0.0,0.0,I,0.0,0.0,50.0,100.0,0,6.42,0.0,0.0,0.0,0.0,0.0315,0.11199999999999999,0.0638,0.16699999999999998
20210101238,5000000.0,3,5178162,5027619.0,0.0,0.0,5167941.0,E,0.0,3.72,9.75,10.57,0,4.25,0.0,1722647.0,1.0335882,0.0,0.09552425,0.1167488,0.9444106,0.833740734
20210115088,5000000.0,3,5970576,5870122.0,0.0,750000.0,0.0,A,100.0,19.4,100.0,100.0,0,8.83,750000.0,0.0,0.0,0.15,0.7909999999999999,0.745,0.784,0.8959999999999999
20210109805,5000000.0,2,6231329,6239551.0,0.0,0.0,6272294.0,A,0.0,24.6,67.1,100.0,0,1.42,0.0,3136147.0,1.25,0.0,0.406,0.433,1.17,1.11
20210108831,20000000.0,2,21266824,21184424.0,0.0,3500000.0,21485337.0,A,21.6,6.86,55.3,79.5,0,3.5,3500000.0,10742669.0,1.07,0.175,0.415,0.8959999999999999,1.06,1.0
20210107035,7000000.0,3,6011730,5972272.0,0.0,0.0,0.0,A,100.0,0.25,35.0,7.38,0,5.67,0.0,0.0,0.0,0.0,0.247,0.0401,0.757,0.903
20210103882,5000000.0,2,797135,391649.0,0.0,367997.0,0.0,I,99.4,0.0,50.0,34.1,0,2.83,367997.0,0.0,0.0,0.0736,0.0689,0.231,0.162,0.297
20210109952,3000000.0,2,592000,437869.0,0.0,170239.0,610021.0,A,0.0,0.0,50.0,100.0,0,2.0,170239.0,305011.0,0.203,0.0567,0.0481,0.193,0.11900000000000001,0.12
20210108373,3000000.0,2,3086816,2280824.0,0.0,1804375.0,3208922.0,B,16.5,6.88,130.0,82.3,0,3.58,1804375.0,1604461.0,1.07,0.601,0.42700000000000005,0.436,0.8909999999999999,0.8320000000000001
20210114717,20000000.0,3,15000693,13083401.0,0.0,3075180.0,16645096.0,H,0.0,0.0,23.8,0.0,0,3.25,3075180.0,5548365.0,0.8320000000000001,0.154,0.155,0.0978,0.747,0.636
20210105817,5000000.0,2,5593642,2475468.0,0.0,774239.0,2594831.0,B,100.0,11.7,100.0,100.0,0,3.5,774239.0,1297416.0,0.519,0.155,0.36,0.11699999999999999,0.8640000000000001,0.536
20210102796,20000000.0,2,19471901,22356288.0,300000.0,361350.0,19473107.0,A,11.5,0.0,9.88,18.5,0,13.2,661350.0,9736554.0,0.9740000000000001,0.0331,0.0877,0.127,0.995,0.95
20210101818,3000000.0,2,327205,141552.0,0.0,158084.0,0.0,G,100.32,0.0,77.5,100.0,0,2.333333333,158084.0,0.0,0.0,0.052694667,0.30257275,0.916993333,0.37198000000000003,0.612055777
20210114296,85000000.0,4,86228555,10701979.0,0.0,9546550.0,75000000.0,A,100.0,1.36,115.0,100.0,0,17.5,9546550.0,18750000.0,0.882,0.11199999999999999,0.273,0.479,1.12,1.36
20210111042,4000000.0,2,982050,977711.0,0.0,0.0,916137.0,A,0.0,0.0,50.0,-3.57,0,0.917,0.0,458069.0,0.22899999999999998,0.0,0.0962,0.0625,0.287,0.125
